transliteration,normalization,remarks
Nu-ur₂-ištar,NurEštar[]PN,
Nu-ur₂-ma-ti-šu,Nurmatišu[]PN,
Nu-ur₂-ra,Nura[]PN,sagi; 2 citations (AS 09-12-08)
Nu-ur₂-ra-a,Nura[]PN,sagi; 1 citation (AS 09-12d-08)
Nu-ur₂-tu-tu,NurTutu[]PN,
Nu-ur₂-zu,Nurzu[]PN,
Nu-ur₂-zu-bi,Nurzu[]PN,AnOr 07 166 o 6: [DUB Nu-u]r2-zu-bi nu-ŋal2; r 11f: DUB Nu-ur2-zu-bi ... i3-ŋal2 (copy/photo)
Nu-ur₂-zu-ka,Nurzu[]PN,
Nu-ur₂-zu-ta,Nurzu[]PN,
Nu-ur₂-{d}Šu-{d}Suen,NurŠuSuʾen[]PN,
Nu-ur₂-{d}Šul-gi,NurŠulgi[]PN,
Nu-ur₂-{d}Da-gan,NurDagan[]PN,
Nu-ur₂-{d}Eš₁₈-tar₂,NurEštar[]PN,
Nu-ur₂-{d}IŠKUR,NurAdad[]PN,
Nu-ur₂-{d}IŠKUR-ta,NurAdad[]PN,
Nu-ur₂-{d}Suen,NurSuʾen[]PN,
Nu-ur₂-{d}Suen-ta,NurSuʾen[]PN,
Nu-ur₂-{d}UTU,NurŠamaš[]PN,
Nu-ur₂-{d}UTU-ta,NurŠamaš[]PN,
PAP-PAP-nin-GIR₃-ir,Nin.GIR₃.ir[]PN,uncertain; UDT 092 r 6: 1 udu buluŋ3? nin9-GIR3-ir (copy)
PI-TUM-bi,PI.TUM.bi[]PN,MVN 03 344 o 15 (copy/photo)
PI-bi₂-il,Wabil[]PN,uncertain (Martu); ASJ 09 265 67 o 7 (copy/photo)
PI-e-a,PI.e.a[]PN,RA 76 14 o 5 (copy/photo)
PI-ib-ra,Bibra[]PN,uncertain; MVN 15 142 r 32' (copy/photo)
PI-il{ki},PI.il{ki}[]SN,AUCT 1 004 r 10 (copy/photo); NYPL 236 r 1 (copy/photo)
PI-il{ki}-ta,PI.il{ki}[]SN,
PI-li,PI.li[]PN,CDLJ 2006: 2 7 o 1 (photo); PDT 2 0959 r? iv? 20 (no copy/photo)
PI-me-ti,PI.me.ti[]PN,ASJ 15 139 05 r 9 (photo)
PI-ra,PI.ra[]PN,may not be PN; BIN 3 364 o 2 (copy)
PU₃.ŠA-u₃-gur,PuzurNergal[]PN,uncertain; PDT 1 542 o 6 (no copy/photo)
Pa-li-lum,Palilum[]PN,
Pa-lu₅-lu₅,Palulu[]PN,= Balulu?
Pa-na-na,Panana[]PN,= Banana?
Pa-ni-lum,Palilum[]PN,
Pa-ni-tum,Panitum[]PN,= Banitum?
Pa₂-Pa₂-an-še-en,Papanšen[]PN,Hurrian
Pa₂-li-lum,Palilum[]PN,Balilum?
Pa₂-li₂-lum,Palilum[]PN,
Pa₂-li₂-lum-še₃,Palilum[]PN,
Pa₂-pa₂-an-še-en,Papanšen[]PN,
Pa₂-pa₂-an-še-en₆,Papanšen[]PN,
Pa₃-da-mu,Padaŋu[]PN,
Pa₃-da-mu-ta,Padaŋu[]PN,
Pa₄-ki-na-na,Pakinana[]PN,
Pa₄-tibira{ki}-še₃,Badtibira[]SN,
Pa₅-tibira{ki},Badtibira[]SN,
Peš₂-tur-tur,Pešturtur[]PN,
Peš₂-tur-uru-da,Pešturirida[]PN,
Pi-ru-ru,Piruru[]PN,
Pi-ru-ru-ta,Piruru[]PN,
Pi-ru-ru-ti,Piruruti[]PN,= Pirurutum?
Pi₂-ša-ah-DINGIR,Pišahili[]PN,"or, Pišahilum?"
Pi₅-ša-ah-DINGIR,Pišahili[]PN,
Pi₅-ša-hi-li,Pišahili[]PN,
Pi₅-ša-hi-lum,Pišahilum[]PN,
Pu-šu-du₁₀,Pušuṭab[]PN,AUCT 3 363 o 5 (copy/photo)
Pu-šu-ki-in,Pušukin[]PN,
Pu-šu{ki}-in,Pušukin[]SN,
Pu-du-um-ki-hu-lu,Pudumkiriš[]PN,< Inši; SAT 2 0724 r i 12' (AS02-10-30; no copy/photo)
Pu-du-um-ki-ri-iš,Pudumkiriš[]PN,< Inši; TAD 67 o 9 (AS02-09-23; copy)
Pu-hi-i₃-zi,BU.HI.NI.ZI[]PN,SA 035 (Pl. 058) r 2 (copy/photo)
Pu-ru-kum,Purukum[]PN,
Pu-ru-ru-ta,Pururu[]PN,
Pu-su₂-num₂,Pusunum[]PN,
Pu-tu-li-um{ki},Putuliʾum[]SN,
Pu-u₂-us₂{ki},Pus[]SN,
Pu-uš-du₁₀,Pušuṭab[]PN,AUCT 3 363 seal 3 (copy/photo)
Pu-uh₂-zi-gar₃{ki},Puhzigar[]SN,
Pu-ul-ba-at,Pulbat[]PN,
Pu-us₂-ki,Pus[]SN,
Pu-us₂-sa{ki},Pus[]SN,
Pu-us₂{ki},Pus[]SN,
Pu-us₂{ki}-še₃,Pus[]SN,
Pu-us₂{ki}-me,Pus[]SN,
Pu-us₂{ki}-ta,Pus[]SN,
Pu-ut-ša-dar{ki},Putšadar[]SN,
Pu-ut-tu-li-um{ki},Putuliʾum[]SN,
Pu-zu,Puzu[]PN,< Huhnuri
Pu-zu-zu-mu,Puzuzuŋu[]PN,
Pu₃-um-wa-qar,Pumwaqar[]PN,
Pu₃-zu-lum,Puzulum[]PN,Pusulum/Puṣulum?
Pu₃-zu-u₃-zu,Puzuzu[]PN,
Puzur₄-A-šur₅,PuzurAššur[]PN,
Puzur₄-AN-AMAR-ta,PuzurMarduk[]PN,AUCT 1 172 o 5: 2 gud ki Puzur4-{d}AMAR.UD-ta (UD not in copy/so photo)
Puzur₄-AN.DA,PuzurTišpak[]PN,Akkadica 25 8 1 o 9: ŋiri3 Puzur4-{d}MUŠ3@g (copy)
Puzur₄-Šu-da,PuzurŠuda[]PN,uncertain
Puzur₄-Da-gan,PuzrišDagan[]SN,
Puzur₄-Da-gan{an},PuzrišDagan[]SN,
Puzur₄-Eš₁₈-tar₂,PuzurEštar[]PN,
Puzur₄-Eš₄-tar,PuzurEštar[]PN,typo: OMRO 68 20 11 o 3: Puzur4-Eš18-tar2 šu-i maškim (photo)
Puzur₄-Eš₄-tar₂,PuzurEštar[]PN,likely all EŠ4(DIŠ) for EŠ18(AŠ@z)
Puzur₄-Eš₄-tar₂-ta,PuzurEštar[]PN,
Puzur₄-Er₃-ra,PuzurErra[]PN,
Puzur₄-Er₃-ra-ta,PuzurErra[]PN,
Puzur₄-Ga-ga,PuzurGaga[]PN,
Puzur₄-Ga-ga-ta,PuzurGaga[]PN,
Puzur₄-Ha-ia₃,PuzurHaya[]PN,
Puzur₄-Ha-ia₃-ta,PuzurHaya[]PN,
Puzur₄-I₃-šu,PuzurIšum[]PN,
Puzur₄-I₃-šum,PuzurIšum[]PN,
Puzur₄-Ištar,PuzurEštar[]PN,
Puzur₄-Ir₁₁-ra,PuzurErra[]PN,
Puzur₄-Ma-ma,PuzurMama[]PN,
Puzur₄-Ma-ma-ta,PuzurMama[]PN,
Puzur₄-Na-ni,PuzurNani[]PN,
Puzur₄-We-er,PuzurWer[]PN,
Puzur₄-a-bi,Puzurabi[]PN,PuzurAbi?
Puzur₄-a-bi-ih,PuzurEbih[]PN,
Puzur₄-a-šu₂-ki,PuzurAšum[]PN,uncertain; PDT 1 441 r 4 (no copy/photo)
Puzur₄-ab-ba,Puzur₄.AB.BA[]PN,= Puzurabi?; Princeton 1 017 o 3 (copy/photo)
Puzur₄-am,Puzur₄.AM[]PN,Puzurrimum?; RA 09 042 SA 12 (pl.1) o 5 (copy)
Puzur₄-ba-ba-aš-ki,PuzurBabaz[]PN,
Puzur₄-šu-ni,Puzuršuni[]PN,
Puzur₄-šu-u₂-da,PuzurŠuda[]PN,
Puzur₄-šuba,PuzurŠuba[]PN,typo; TRU 314 o 6 (ŠUBA for ŠUBA3; copy/photo); SAT 2 0163 r 12 (uncertain; no copy/photo)
Puzur₄-šuba₃,PuzurŠuba[]PN,
Puzur₄-da-gan,PuzrišDagan[]SN,
Puzur₄-eš₁₈-tar₂,PuzurEštar[]PN,
Puzur₄-eš₄-tar₂,PuzurEštar[]PN,CST 177 o 2 (EŠ4 for EŠ18; photo)
Puzur₄-ha-ia₃,PuzurHaya[]PN,
Puzur₄-i₃-li₂,Puzurili[]PN,
Puzur₄-i₃-li₂-me,Puzurili[]PN,
Puzur₄-i₃-li₂-ta,Puzurili[]PN,
Puzur₄-ia₃-a,Puzurya[]PN,uncertain; Orient 16 048 33 r i 10 (copy/photo)
Puzur₄-iš-Da-gan,PuzrišDagan[]SN,
Puzur₄-iš-{d}Da-gan,PuzrišDagan[]SN,
Puzur₄-iš-{d}Da-gan{ki},PuzrišDagan[]SN,
Puzur₄-ištar,PuzurEštar[]PN,
Puzur₄-ištar-ta,PuzurEštar[]PN,
Puzur₄-ka₃-ka₃,PuzurGaga[]PN,
Puzur₄-lum,Puzurlum[]PN,PuzurLuma?
Puzur₄-ma-ma,PuzurMama[]PN,
Puzur₄-mi-šar,Puzurmišar[]PN,
Puzur₄-ra-ši,Puzurraši[]PN,
Puzur₄-tab-nu-um,Puzur₄.TAB.nu.um[]PN,Puzurdapnum (< dāp(i)nu 'heroic'?); YOS 04 217 r 8 (copy)
Puzur₄-tu-tu,PuzurTutu[]PN,
Puzur₄-u-a,Puzuruʾa[]PN,RT 37 136 2 6 (no copy/photo)
Puzur₄-u-a-še₃,Puzuruʾa[]PN,RT 37 136 2 7 (no copy/photo)
Puzur₄-u₂-ša,Puzur₄.U₂.ŠA[]PN,PuzurŠamša?; Nik. 2 484 o 2 (copy)
Puzur₄-u₄-da,Puzur₄.UD.DA[]PN,Puzurumim?/PuzurŠamaš?; Ontario 1 020 o 7 (photo)
Puzur₄-{aš}Aš₇-gi₄,PuzurAšgi[]PN,
Puzur₄-{d.aš}Aš₇-gi₄,PuzurAšgi[]PN,
Puzur₄-{d}Amar-{d}Suen,PuzurAmarSuʾen[]PN,
Puzur₄-{d}Šul-gi,PuzurŠulgi[]PN,
Puzur₄-{d}Šul-gi-me,PuzurŠulgi[]PN,
Puzur₄-{d}Šul-gi-ta,PuzurŠulgi[]PN,
Puzur₄-{d}Da-gan,PuzrišDagan[]SN,
Puzur₄-{d}Da-gan-ki,PuzrišDagan[]SN,
Puzur₄-{d}Da-gan{ki},PuzrišDagan[]SN,
Puzur₄-{d}En-lil₂,PuzurEnlil[]PN,
Puzur₄-{d}En-lil₂-la₂,PuzurEnlil[]PN,
Puzur₄-{d}En-lil₂-la₂-ta,PuzurEnlil[]PN,
Puzur₄-{d}En-lil₂-ta,PuzurEnlil[]PN,
Puzur₄-{d}Er₃-ra,PuzurErra[]PN,
Puzur₄-{d}Erim₄,PuzurErim[]PN,uncertain; OIP 115 152 o 8: 1 sila4 niga Puzur4-{d}GA₂×UD (photo)
Puzur₄-{d}Ha-ia₃,PuzurHaya[]PN,
Puzur₄-{d}Ha-mi,PuzurHami[]PN,
Puzur₄-{d}IŠKUR,PuzurAdad[]PN,
Puzur₄-{d}INANNA,PuzurEštar[]PN,
Puzur₄-{d}Lamma,PuzurLamma[]PN,uncertain (PuzurLammassum?)
Puzur₄-{d}Li₉-si₄,PuzurLisi[]PN,
Puzur₄-{d}Nanše,PuzurNanše[]PN,
Puzur₄-{d}Nanna,PuzurNanna[]PN,uncertain (PuzurSuʾen?)
Puzur₄-{d}Nin-MAR.KI,Puzur₄.{d}Nin.MAR.KI[]PN,SAT 3 1219 o 8 (no copy/photo)
Puzur₄-{d}Nin-sun₂,PuzurNinsun[]PN,
Puzur₄-{d}Nin-ti,PuzurNinti[]PN,
Puzur₄-{d}Saman₄,PuzurŠakan[]PN,PPAC 4 257 o 6 (Šakan3; copy/photo); AUCT 3 306 o 4 (Šakan2; copy/photo)
Puzur₄-{d}Sud₃,PuzurSud[]PN,
Puzur₄-{d}Sud₃-da,PuzurSud[]PN,
Puzur₄-{d}Suen,PuzurSuʾen[]PN,
Puzur₄-{d}Suen-ka,PuzurSuʾen[]PN,
Puzur₄-{d}Suen-ta,PuzurSuʾen[]PN,
Puzur₄-{d}Suh₆,Puzur₄.{d}DU@g[]PN,PDT 1 542 r 10 (no copy/photo)
Puzur₄-{d}Tišpak,PuzurTišpak[]PN,
Puzur₄-{d}UTU,PuzurŠamaš[]PN,
Puzur₄-{d}en-lil₂,PuzurEnlil[]PN,
Puzur₄-{iš}-{d}Da-gan,PuzrišDagan[]SN,
Puzur₄₃-{d}En-lil₂-la₂,PuzurEnlil[]PN,typo; OrSP 18 pl. 07 23 r 3: ki Puzur4-{d}En-lil2-la2 (copy)
Puzur₄PU₃.ŠA-iš-{d}Da-gan,PuzrišDagan[]SN,
Puzur₄{iš}-Da-gan,PuzrišDagan[]SN,
Puzur₄{iš}-Da-{ga-an}gan,PuzrišDagan[]SN,
Puzur₄{iš}-d-da-gan,PuzrišDagan[]SN,
Puzur₄{iš}-{d}Da-gan,PuzrišDagan[]SN,
Puzur₄{iš}-{d}Da-gan-še₃,PuzrišDagan[]SN,
Puzur₄{iš}-{d}Da-gan-ki,PuzrišDagan[]SN,
Puzur₄{iš}-{d}Da-gan-ta,PuzrišDagan[]SN,
Puzur₄{iš}-{d}Da-gan{ki},PuzrišDagan[]SN,
Puzur₄{iš}-{d}Da-gan{ki}-ta,PuzrišDagan[]SN,
Puzur₄{iš}-{d}Da-{ga}gan,PuzrišDagan[]SN,
Puzur₄{iš}-{d}da-gan,PuzrišDagan[]SN,
Puzur₄{iš}-{d}da-gan{ki},PuzrišDagan[]SN,
Qu₂-ra-ad-i₃-li₂,Quradili[]PN,
Qu₂-ra-ad-i₃-li₂-ta,Quradili[]PN,
Qur-da-šu,Qurdašu[]PN,
Qur-di₃-DINGIR,Qurdilum[]PN,
Qur-di₃-lum,Qurdilum[]PN,
Qur₂-di₃-DINGIR,Qurdilum[]PN,
Qur₂-di₃-lum,Qurdilum[]PN,"Syracuse 375 o 4, www.bonhams.com 20667 L.143-2 o 4 (both cited as Kur-ti-lum)"
R-iq-mu-ša,Riqmuša[]PN,typo; Torino 1 032 r 1 (copy/photo)
RI-muš{ki},Talmuš[]SN,
Ra-ba-tum,Rabatum[]PN,
Ra-bi₂-DINGIR-ta,Rabiʾili[]PN,"or, Rabilum?"
Ra-bi₂-bi₂,Rabibi[]PN,
Ra-bi₂{ki},Rabi[]SN,"or, Rapi?"
Ra-ši,Raši[]PN,
Ra-ši-ši,Rašiši[]PN,
Ra-ha-u₃,Ra.HA.u₃[]PN,Martu; OIP 121 077 r 1 (AS 02-07-24; copy/photo)
Ra-ku₆-u₃,Ra.HA.u₃[]PN,Martu; AnOr 07 098 r 1 (AS 02-08-00; copy/photo)
Ri-ba-ga-da,Ribagada[]PN,17 PD citations
Ri-ba-tum,Ribatum[]PN,
Ri-ga-ba-da,Ribagada[]PN,metathesis assumed; PDT 1 532 o 3 (no copy/photo)
Ri-ha-ni,Rihani[]PN,
Ri-hu-ub,Rihub[]PN,Talhup? (< Kakmi)
Ri-i₃-Si-in,ReʾiSuʾen[]PN,uncertain
Ri-i₃-iṣ-DINGIR,Riṣili[]PN,"or, Riṣilum?"
Ri-i₃-si-in,ReʾiSuʾen[]PN,
Ri-ib-hu-ti,Ribhuti[]PN,
Ri-ig-muš,Rigmuš[]PN,
Ri-im-DINGIR-ta,Rimili[]PN,
Ri-im-gag-ga,RimKaka[]PN,uncertain
Ri-im-i₃-li₂,Rimili[]PN,
Ri-ip-hu-ti,Ribhuti[]PN,
Ri-iṣ-DINGIR,Riṣili[]PN,
Ri-ku-ga-da,Ribagada[]PN,MVN 13 103 o 9 (BA partly deformed by seal; copy/photo)
Ri-ma-nu-um,Rimanum[]PN,
Ri-mi-DINGIR,Rimili[]PN,
Ri-muš{ki},Talmuš[]SN,
Ri-muš{ki}-ke₄,Talmuš[]SN,
Ri-ṣi₂-DINGIR,Riṣili[]PN,
Ri-ṣi₂-dingir,Riṣili[]PN,
Ru-ba-tum,Rubatum[]PN,
Ru-ba-tum-še₃,Rubatum[]PN,
Ru-uš-dam,Rušdam[]PN,LU2.SU
SAG-be-li₂,SAG.be.li₂[]PN,RSO 83 342 04 r 9 (copy)
SAHAR-dam,SAHAR.dam[]PN,PDT 2 0922 r 8 (SAHAR uncertain; no copy/photo)
SAR-ta,SAR[]PN,
SI.A-a,SI.A.a[]PN,Wat(a)raya?
SI.A-a-ta,SI.A.a[]PN,
SI.A-tum,Watartum[]PN,
SIG₄-ša-an,SIG₄.ša.an[]PN,BPOA 6 1102 o 5 (no copy/photo)
SIG₄-te-lal-li₂,Šetelili[]PN,
SIPA-si-in,ReʾiSuʾen[]PN,uncertain
SIPA-si:in,ReʾiSuʾen[]PN,
SU.KUR.RU{ki},Šuruppak[]SN,
SU.KUR.RU{ki}-ke₄-ne,Šuruppak[]SN,
SUHUŠ-ki-in,Išdukin[]PN,
SUHUŠ-ki-in-ta,Išdukin[]PN,
SUHUŠ-ki₂-in,Išdukin[]PN,
SUM-sal-la,SUM.sal.la[]MN,uncertain; LAOS 1 25 r 10 (copy); Nisaba 15/2 1017 r 2 (no copy/photo)
SUM.PU₂.PU₂{ki},Šumpupu[]SN,uncertain
Ṣe-lu-uš-{d}Da-gan,ṢillušDagan[]SN,
Ṣe-lu-uš-{d}Da-gan-še₃,ṢillušDagan[]SN,
Ṣe-lu-uš-{d}Da-gan-ta,ṢillušDagan[]SN,
Ṣe-lu-us₂-{d}Da-gan,ṢillusDagan[]SN,
Ṣi-la-šu,Ṣillašu[]PN,
Ṣi-li-{d}Šul-gi,ṢilliŠulgi[]PN,
Ṣi-li-{d}IŠKUR,ṢilliAdad[]PN,
Ṣi-li-{d}Sud₃-da,ṢilliSud[]PN,
Ṣi-li₂-{d}IŠKUR,ṢilliAdad[]PN,
Ṣi-lu-uš-DU₁₀,Ṣillušṭab[]PN,
Ṣi-lu-uš-Da-gan,ṢillušDagan[]SN,
Ṣi-lu-uš-Da-gan-ta,ṢillušDagan[]SN,
Ṣi-lu-uš-da-ga-an,ṢillušDagan[]SN,
Ṣi-lu-uš-kam,Ṣillušṭab[]PN,PPAC 4 004 o 6: (1 lamb) Ṣi-lu-uš-HI×X? (likely miswritten HI; copy/photo)
Ṣi-lu-uš-{d}Šul-gi,ṢillušŠulgi[]PN,
Ṣi-lu-uš-{d}Da-gan,ṢillušDagan[]SN,
Ṣi-lu-uš-{d}Da-gan-še₃,ṢillušDagan[]SN,
Ṣi-lu-uš-{d}Da-gan-ta,ṢillušDagan[]SN,
Ṣi-lu-uš-{d}da-gan,ṢillušDagan[]SN,
Ṣi-lu-uš-{d}da-gan-ka,ṢillušDagan[]SN,
Ṣi-lu-uš-{d}da-gan-ta,ṢillušDagan[]SN,
Ṣu-mi-id-DINGIR,Ṣummidili[]PN,"or, Ṣummidilum?"
Ṣu₂-mi-id-DINGIR,Ṣummidili[]PN,
Sa-bi-a-nu-um,Sabiʾanum[]PN,
Sa-bu-um,Sabum[]SN,
Sa-bu-um{ki},Sabum[]SN,
Sag-da-na,Saŋdana[]SN,
Sag-da-na-še₃,Saŋdana[]SN,
Sag-da-na-ta,Saŋdana[]SN,
Sag-da-na{ki},Saŋdana[]SN,
Sag-da-na{ki}-ta,Saŋdana[]SN,
Sag-kal-la-mu,Saŋkalaŋu[]PN,
Sag-ku₅,Saŋkud[]PN,
Sag-{d}Nanna-i₃-zu,SaŋNannaʾizu[]PN,uncertain (2 citations)
Sag-{d}Nanna-zu,SaŋNannaʾizu[]PN,28 citations
Sal-la-NE-wi{ki},Sal.la.NE.we{ki}[]SN,Hurrian?; OIP 115 263 o 3 (copy/photo)
Sar-NI-id,Sar.NI.id[]PN,CDLJ 2007: 1 16 o 2 (copy/photo)
Si-NI-NI,Šeteli[]PN,
Si-PI-it,Si.PI.it[]PN,Siwit?; AUCT 3 188 r 2 (copy/photo)
Si-du₃,Sidu[]PN,
Si-du₃-ta,Sidu[]PN,
Si-im-su-ha-še-er,Simsuhašer[]PN,
Si-im-ti-ip-ha-še-er,Simtiphašer[]PN,
Si-ir-du-ki,Sirdu[]SN,uncertain (may be PN); MVN 15 142 r 12 (copy/photo)
Si-lu-uš-{d}Da-gan,ṢillušDagan[]SN,PDT 1 355 o 2 (SI for ṢI?; no copy/photo)
Si-ma-ni-um{ki},Simanum[]SN,
Si-ma-nu-um{ki},Simanum[]SN,
Si-ma-num₂,Simanum[]SN,
Si-ma-num₂-ki,Simanum[]SN,
Si-ma-num₂-ma{ki},Simanum[]SN,
Si-ma-num₂ki,Simanum[]SN,
Si-ma-num₂{ki},Simanum[]SN,
Si-ma-num₂{ki}-ta,Simanum[]SN,
Si-ma-num{ki},Simanum[]SN,
Si-mu-ru,Simurum[]SN,
Si-mu-ru-um,Simurum[]SN,
Si-mu-ru-um{ki},Simurum[]SN,
Si-mu-ru-um{ki}-ma,Simurum[]SN,
Si-mu-ru-um{ki}-me,Simurum[]SN,
Si-mu-ru-{ki},Simurum[]SN,
Si-mu-rum{ki},Simurum[]SN,
Si-mu-ru{ki},Simurum[]SN,
Si-ti-ir-ša{ki},Šetirša[]SN,
Si₂-mat-i₃-li₂,Simatili[]PN,
Si:mu-ru-um{ki},Simurum[]SN,
Sig₄-de₃-la,Šeteli[]PN,
Sig₄-de₃-li₂,Šeteli[]PN,
Sig₄-ta-li-NI,Šetelili[]PN,
Sig₄-te-la₂-NI,Šetelili[]PN,
Sig₄-te-li,Šeteli[]PN,
Sig₄-te-li-NI,Šetelili[]PN,
Sig₄-te-li-e,Šeteli[]PN,
Sig₄-te-li₂,Šeteli[]PN,
Sig₄-te-li₂-ta,Šeteli[]PN,
Sipa-ša₃-ku₃-ge,Sipadšagkuge[]PN,
Sipa-hi-li-a-i₃-pa₃,Sipadhiliʾakipad[]PN,'shepherd of appeal has been found'?
Sipa-{d}Nanše-in-pa₃,SipadNanšeʾinpad[]PN,'shepherd found by Nanshe'?
Sippar{ki},Zimbir[]SN,
Sirara₆-he₂-gal₂,Siraraheŋal[]PN,
Su-ša-nu-um,Šušanum[]PN,typo; OIP 115 195 o 4 (SU for ŠU; copy/photo)
Su-ru-uš-ki-in,Šuruškin[]PN,
Su-sin₂,Šušin[]SN,
Su-tur,Sutur[]PN,
Su-{d}Suen,ŠuSuʾen[]RN,typo; RA 101 40 07 seal i 1 (SU for ŠU; copy/photo)
Su₁₁-ga-li,Sugali[]PN,
Su₁₁-ga-li-ta,Sugali[]PN,
TA-za-ga,TA.za.ga[]PN,CT 32 50 BM 103409 r 10 (copy)
TAB-BA-i₃-li₂,Tappaʾili[]PN,
TAB-HAR-šum,TAB.HI×AŠ₂.šum[]PN,RA 19 192 04 o 7 (copy)
TAB.BA-i₃-li₂,Tappaʾili[]PN,
TAG-ti-um{ki},TAG.ti.um{ki}[]SN,OIP 115 195 o 5 (copy/photo)
TE-la-a,Gala[]PN,"or, Galaʾa/Galaya?"
TE.A-zi-da,Karzida[]SN,
TE.DA.E{ki},TE.DA.E{ki}[]SN,part of year-name; probly error for Karzida (AS 09); AUCT 3 367 r 2 (copy/photo)
TUN₃-du₆-da-kuš₂,LU.LAGAR@g.KAB.kuš₂[]PN,uncertain; UDT 136  o 3 (copy)
TUR-TUR-um,TUR.TUR.um[]PN,SET 105 r i 16 (photo)
TUR.DA-ki-num₂,Ṣeherkinum[]PN,uncertain ('child is true/legitimate'?); MVN 11 199 r 1 (copy/photo)
Ta-hi-iš-a-tal-ta,Tahšatal[]PN,Hurrian
Ta-la-a,Tala[]PN,"or, Talaʾa/Talaya?"
Ta-ra-am-DINGIR,Taramili[]PN,
Ta-zi-in-ma-ma,Ta.ZI.in.ma.ma[]PN,MVN 05 104 o 3 (no copy/photo)
Ta₂-IGI-{d}En-lil₂,TalimEnlil[]PN,uncertain
Ta₂-aš₂-mi-Eš₄-tar₂,TašmiʾEštar[]PN,
Ta₂-ah-ša-a-tal,Tahšatal[]PN,
Ta₂-ah-iš-a-tal,Tahšatal[]PN,
Ta₂-ba-da-ra-ah,Tabadarah[]PN,
Ta₂-bur-hat-tum,Taburhaṭṭum[]PN,
Ta₂-ši-il{ki}-me-eš₂,Dašil[]SN,
Ta₂-din-eš₁₈-dar-še₃,TaddinEštar[]PN,
Ta₂-din-eš₁₈-dar,TaddinEštar[]PN,
Ta₂-di₃-Eš₄-tar₂,TaddinEštar[]PN,Eštar: likely most or all wr. with EŠ18 not EŠ4
Ta₂-di₃-Eš₄-tar₂-še₃,TaddinEštar[]PN,
Ta₂-di₃-KI-ZA,Taddinkiza[]PN,uncertain
Ta₂-di₃-in-{d}INANNA,TaddinEštar[]PN,
Ta₂-di₃-in-{d}INANNA-me,TaddinEštar[]PN,
Ta₂-din-Eš₄-tar₂,TaddinEštar[]PN,
Ta₂-din-Eš₄-tar₂--še₃,TaddinEštar[]PN,
Ta₂-din-Eš₄-tar₂-še₃,TaddinEštar[]PN,
Ta₂-din-ki-za,Taddinkiza[]PN,
Ta₂-din-ki-za-še₃,Taddinkiza[]PN,
Ta₂-din-{d}INANNA,TaddinEštar[]PN,
Ta₂-din-{d}INANNA-še₃,TaddinEštar[]PN,
Ta₂-hi-Eš₄-tar₂,TaddinEštar[]PN,
Ta₂-hi-ša-tal,Tahšatal[]PN,
Ta₂-hi-ša-tal-ta,Tahšatal[]PN,
Ta₂-hi-še-en,Tahišen[]PN,Tahšen? (Hurrian)
Ta₂-hi-še-en₆,Tahišen[]PN,
Ta₂-hi-iš-,Tahšatal[]PN,written over 2 lines; AnOr 07 093 4-5 (copy/photo)
Ta₂-hi-iš-a-tal,Tahšatal[]PN,
Ta₂-hi-iš-a-tal-ta,Tahšatal[]PN,
Ta₂-hi-iš-še-en,Tahišen[]PN,
Ta₂-hu-ma-tal,Tahumatal[]PN,Hurrian
Ta₂-ki-il-{d}En-lil₂,TakilEnlil[]PN,
Ta₂-ki-il-{d}Suen,TakilSuʾen[]PN,
Ta₂-ku-ma-tum,Takumatum[]PN,Taqumatum?
Ta₂-ra-am-{d}Šul-gi,TaramŠulgi[]PN,
Ta₂-ri-bu,Taribu[]PN,
Tab-ba-an-da-ra-ah,Tabandarah[]PN,< Simurum
Tab-ba-da-ra-ah,Tabandarah[]PN,
Tab-ba-da-ra-ah-še₃,Tabandarah[]PN,
Tab-ba-i₃-li₂,Tappaʾili[]PN,
Tab-ša-a-ri,Tabšari[]PN,
Tab-la-la{ki},Tablala[]SN,
Tab-la-la{ki}-me-eš₂,Tablala[]SN,
Tab-ra{ki},Tabra[]SN,
Tab₄-ba-an-da-ra-ah,Tabandarah[]PN,
Tah-ša-RI-ra-am,Tahšatal[]PN,uncertain; JCS 52 10 33 o 4: Tah-ša-RI x# gud?# (copy/photo)
Tah-ša-a-tal,Tahšatal[]PN,
Tah-ša-tal,Tahšatal[]PN,
Tah-ša-tal-ta,Tahšatal[]PN,
Te-šup-še-la-ah,Teššupšelah[]PN,
Te-eh-ku-is-ri,Ta.ah.lu.X.RI[]PN,CST 305 o 7 (photo)
Te-te,Tete[]PN,
Te-u₃,Teʾu[]PN,
Te-zi-Ma-ma,TeṣenMama[]PN,'Mama has provided' (< ṣênu 'heap (food)')?
Te-zi-in-Ma-ma,TeṣenMama[]PN,
Te-zi₂-in-Ma-ma,TeṣenMama[]PN,
Te-zi₂-in-ma-ti,Teṣenmati[]PN,
Te-zi₂-in-{d}Ma-ma,TeṣenMama[]PN,
Te₉-zi₂-in-Ma-ma,TeṣenMama[]PN,
Ti-a-bu-um,Tiʾabum[]PN,
Ti-ša-{d}da-hi,Tišandahi[]PN,
Ti-ša-an-da-hi,Tišandahi[]PN,
Ti-ša-{d}Da-gan,Tišandahi[]PN,
Ti-id-,Tidnum[]GN,part of SS 04-06 year-name written over 2 lines
Ti-id-ni-im,Tidnum[]GN,
Ti-ik-ti-he₂{ki},Tikitinhum[]SN,
