,BDTNS No,CDLI No,Original date,Converted Date
540,29059,P101805,AS04 - 04 - 00,70.04
541,29064,P101810,AS04 - 12 - 15,70.1215
542,31486,P101831,AS07 - 12 - 29,73.1229
543,31498,P101843,SH47 - 00 - 00,65.0
544,31499,P101844,SH48 - 08 - 13,66.0813
545,31500,P101845,AS07 - 01 - 13,73.0113
546,13537,P101857,SS02 - 01 - 00,77.01
547,13538,P101858,SH41 - 03 - 00,59.03
548,13540,P101860,SH45 - 07 - 00,63.07
549,13543,P101863,AS05 - 09 - 23,71.09230000000001
550,13541,P101861,AS04 - 09m - 24,70.0924
551,13544,P101864,AS06 - 09 - 23,72.09230000000001
552,13545,P101865,AS09 - 05 - 21,75.0521
553,13546,P101866,AS07 - 05 - 23,73.0523
554,13547,P101867,IS01 - 07 - 15,85.07149999999999
555,13548,P101868,AS05 - 06 - 29,71.0629
556,13549,P101869,SH46 - 06 - 02,64.06020000000001
557,13550,P101870,AS07 - 01 - 09,73.0109
558,13551,P101871,SH44 - 03m - 09,62.0309
559,13552,P101872,AS07 - 10 - 17,73.1017
560,13553,P101873,AS07 - 02 - 24,73.02239999999999
561,13554,P101874,AS01 - 11 - 03,67.1103
562,13556,P101876,SH48 - 10 - 00,66.1
563,13557,P101877,SS09 - 09 - 10,84.09100000000001
564,13558,P101878,SH42 - 06 - 24,60.062400000000004
565,13559,P101879,AS05 - 04 - 05,71.04050000000001
566,13560,P101880,AS07 - 03 - 29,73.0329
567,47656,P145452,SH41 - 12d - 00,59.12
568,47657,P145453,SS08 - 10 - 00,83.1
569,47658,P145454,AS04 - 07 - 00,70.07
570,157921,P332327,AS02 - 01 - 00,68.01
571,34356,P118615,AS05 - 09 - 24,71.0924
572,23030,P102014,SS09 - 11 - 15,84.11149999999999
573,23031,P102015,AS04 - 08 - 16,70.0816
574,23032,P102016,AS04 - 09 - 20,70.092
575,23033,P102017,XXXX - 07 - 00,0.07
576,23036,P102020,SS02 - 06 - 09,77.0609
577,23037,P102021,SS07 - 09 - 09,82.0909
578,23038,P102022,SS09 - 12 - 17,84.1217
579,23141,P102126,SH43 - 02 - 00,61.02
580,23142,P102127,SH48 - 11 - 14,66.1114
581,23147,P102132,SS05 - 00 - 00,80.0
582,23949,P102133,SH29 - 10 - 00,47.1
583,23950,P102134,SH40 - 10 - 00,58.1
584,23951,P102135,AS06 - 03 - 23,72.0323
585,23953,P102137,SH44 - 12 - 00,62.12
586,23955,P102139,AS01 - 08 - 00,67.08
587,23956,P102140,AS01 - 00 - 00,67.0
588,23957,P102141,AS03 - 12 - 18,69.12180000000001
589,23958,P102142,AS04 - 01 - 19,70.01190000000001
590,23959,P102143,AS05 - 07 - 04,71.07039999999999
591,23961,P102145,AS07 - 08 - 14,73.0814
592,23962,P102146,SS07 - 08 - 15,82.08149999999999
593,23979,P102163,SH43 - 09 - 00,61.09
594,23980,P102164,XXXX - 04//05 - 13,0.0413
595,23981,P102165,SS08 - 05 - 19,83.0519
596,23982,P102166,SH33 - 07 - 00 // SH45 - 07 - 00,51.07
597,23984,P102168,SS08 - 02 - 00,83.02
598,23985,P102169,IS03 - XX - XX,87.0
599,3317,P134804,0000 - 00 - 00,0.0
600,3321,P134808,AS08 - 08 - 28,74.08279999999999
601,3324,P134811,AS05 - 05 - 04,71.0504
602,3329,P134816,AS06 - 02 - 21,72.0221
603,3332,P134819,AS01 - 09 - 08,67.0908
604,3333,P134820,AS02 - 08 - 14,68.0814
605,3337,P134824,AS03 - 11d - 20,69.112
606,3338,P134825,AS04 - 04 - 25,70.0425
607,3339,P134826,AS05 - 05 - 07,71.05069999999999
608,3340,P134827,AS06 - 05 - 29,72.0529
609,3341,P134828,AS06 - 08 - 13,72.0813
610,3342,P134829,AS06 - 11 - 12,72.1112
611,3349,P134836,AS06 - 07 - 03,72.07029999999999
612,3350,P134837,AS06 - 04 - 16,72.0416
613,3351,P134838,AS06 - 09 - 21,72.0921
614,3352,P134839,AS06 - 11 - 12,72.1112
615,3359,P134846,AS08 - 12 - 07,74.1207
616,3360,P134847,AS08 - 05 - 12,74.0512
617,3363,P134850,AS07 - 04 - 03,73.0403
618,3369,P134856,AS02 - 08 - 16,68.0816
619,3371,P134858,AS01 - 12 - 08?,67.1208
620,3373,P134860,AS02 - 02 - 11,68.02109999999999
621,3374,P134861,AS02 - 03 - 16,68.0316
622,3376,P134863,AS02 - 04 - 17,68.0417
623,3378,P134865,AS03 - 12 - 05,69.1205
624,3379,P134866,AS04 - 03 - 30,70.033
625,3381,P134868,AS09 - 09 - 00,75.09
626,3383,P134870,SH46 - 02 - 00,64.02
627,3407,P134894,SS01 - 11 - 00,76.11
628,3410,P134897,SS02 - 03 - 19,77.03190000000001
629,3411,P134898,SS02 - 04 - 08,77.0408
630,3412,P134899,SS02 - 05 - 00,77.05
631,3413,P134900,SS02 - 06 - 00,77.06
632,3414,P134901,SS02 - 07 - 00,77.07
633,3415,P134902,SS02 - 09 - 19,77.09190000000001
634,3416,P134903,SS03 - 03 - 06,78.0306
635,3417,P134904,SS03 - 04 - 17,78.0417
636,3418,P134905,SS03 - 08 - XX,78.08
637,3422,P134909,SS01 - 10 - 00,76.1
638,3423,P134910,SS02 - 08 - 28,77.08279999999999
639,3425,P134912,AS03 - 12 - 16,69.1216
640,3427,P134914,XXXX - 01//02 - 07,0.0107
641,3429,P134916,AS06 - 07 - 30,72.073
642,3431,P134918,AS07 - 03 - 20,73.032
643,3435,P134922,SS01 - 10 - 00,76.1
644,3438,P134925,AS03 - 10 - 26,69.1026
645,3439,P134926,AS03 - 10 - 14,69.1014
646,3443,P134930,AS05 - 02 - 29,71.02289999999999
647,3444,P134931,AS06 - 04 - 24,72.0424
648,3445,P134932,AS06 - 04 - 21,72.0421
649,3446,P134933,AS06 - 04 - 08,72.0408
650,3447,P134934,AS06 - 09 - 21,72.0921
651,3448,P134935,AS07 - 01 - 13,73.0113
652,3449,P134936,AS07 - 02 - 01,73.0201
653,3461,P134948,SS07 - 00 - 00,82.0
654,3463,P134950,SS09 - 01 - 00,84.01
655,3466,P134953,SS09 - 07 - 00,84.07
656,3469,P134956,SS09 - 11 - 27,84.1127
657,3472,P134959,IS01 - 07 - 00,85.07
658,3479,P134966,SH44 - 01 - 00,62.01
659,3480,P134967,SH44 - 03 - 00,62.03
660,3484,P134971,SH46 - 08 - 25,64.0825
661,3485,P134972,SH46 - 09 - 21,64.0921
662,3490,P134977,SH47 - 11 - 07,65.1107
663,3492,P134979,AS01 - 04 - 09,67.04090000000001
664,3493,P134980,AS01 - 05 - 11,67.05109999999999
665,3494,P134981,AS01 - 08 - 16,67.0816
666,3495,P134982,AS01 - 09 - 05?,67.0905
667,3496,P134983,AS01 - 10 - 10,67.101
668,3497,P134984,AS02 - 12 - 04,68.1204
669,3501,P134988,AS03 - 09 - 25,69.0925
670,3502,P134989,AS04 - 07 - 17,70.07169999999999
671,3509,P134996,AS07 - 04 - 22,73.04220000000001
672,3510,P134997,AS07 - 07 - 02,73.0702
673,3511,P134998,AS07 - 11 - 01,73.1101
674,3513,P135000,AS08 - 01 - 25,74.0125
675,3516,P135003,AS08 - 04 - 21,74.0421
676,3520,P135007,AS04 - 11 - 20,70.112
677,3521,P135008,SS01 - 06 - 10+,76.061
678,3522,P135009,SS02 - 07 - 12,77.07119999999999
679,3523,P135010,SS02 - 09 - 24,77.0924
680,3524,P135011,SS02 - 09 - 00,77.09
681,3525,P135012,XXXX - 05//06 - 02,0.0502
682,3526,P135013,SS04 - 02 - 17,79.0217
683,3527,P135014,SS04 - 04 - 10,79.04100000000001
684,3528,P135015,SS04 - 10 - 18,79.1018
685,3531,P135018,SS07 - 02 - 15,82.02149999999999
686,3568,P135055,SS09 - 10 - 07,84.10069999999999
687,3629,P135116,SS01 - 08 - 00,76.08
688,3630,P135117,SS02 - 03 - 00,77.03
689,3642,P135129,SS09 - 12 - 00,84.12
690,3668,P135155,0000 - 03 - 06,0.0306
691,3669,P135156,AS06 - 10 - 00,72.1
692,3670,P135157,SH46 - 06 - 26,64.0626
693,3671,P135158,AS09 - 04 - 20+,75.042
694,3672,P135159,AS07 - 09 - 03,73.0903
695,3673,P135160,AS07 - 03 - 29,73.0329
696,3674,P135161,AS06 - XX - 16,72.0016
697,3675,P135162,0000 - 00 - 00,0.0
698,3676,P135163,0000 - 00 - 00,0.0
699,3677,P135164,XXXX - 00 - 00,0.0
700,3678,P135165,ASXX - 00 - 29,0.0029
701,3679,P135166,AS04 - 08 - 00,70.08
702,3680,P135167,XXXX - 00 - 11,0.0011
703,3681,P135168,SH47 - XX - 26,65.0026
704,3682,P135169,SS09 - 01 - 00,84.01
705,3683,P135170,XXXX - 00 - 00,0.0
706,3684,P135171,XXXX - 04//05 - 18,0.041800000000000004
707,3685,P135172,XXXX - 00 - 00,0.0
708,28369,P218271,SH47 - 08 - 00,65.08
709,28808,P102261,AS05 - 02 - 01,71.0201
710,29109,P102308,XXXX - 10//11 - 04,0.1004
711,29110,P102309,SH46 - 11 - 00,64.11
712,29111,P102310,AS02 - 02 - 28,68.02279999999999
713,29112,P102311,AS03 - 01 - 07,69.0107
714,29113,P102312,AS03 - 01 - 13?,69.0113
715,29114,P102313,AS03 - 02 - 00,69.02
716,29115,P102314,AS03 - 11 - 00,69.11
717,29116,P102315,AS03 - 11d - 21,69.1121
718,29117,P102316,AS03 - 11d - 28,69.1128
719,29118,P102317,AS04 - 02 - 28,70.02279999999999
720,29119,P102318,AS04 - 05 - 07,70.05069999999999
721,29120,P102319,AS04 - 08 - 06,70.0806
722,29121,P102320,AS04 - 10 - 10,70.101
723,29122,P102321,AS04 - 10 - 10,70.101
724,29123,P102322,AS06 - 02 - 01,72.0201
725,29124,P102323,AS06 - 02 - 03,72.02029999999999
726,29125,P102324,AS06 - 02 - 16,72.02159999999999
727,29126,P102325,AS06 - 05 - 17,72.0517
728,29127,P102326,AS06 - 06 - 24,72.0624
729,29128,P102327,AS06 - 08 - 08,72.0808
730,29129,P102328,AS06 - 08 - 22,72.0822
731,29130,P102329,AS06 - 11 - 08,72.1108
732,29131,P102330,AS06 - 11 - 14,72.1114
733,29132,P102331,AS07 - 01 - 23,73.01230000000001
734,29133,P102332,AS07 - 08 - 08,73.0808
735,29134,P102333,AS07 - 11 - 02,73.1102
736,29135,P102334,AS07 - 12 - 07,73.1207
737,29136,P102335,AS09 - 02 - 21,75.0221
738,29137,P102336,AS09 - 03 - 20,75.032
739,29138,P102337,AS09 - 03 - 29,75.0329
740,29139,P102338,AS09 - 04 - 22,75.04220000000001
741,29140,P102339,SS01 - 09 - 00,76.09
742,29141,P102340,SS06 - 06 - 29,81.0629
743,29142,P102341,SS09 - 12 - 00,84.12
744,29143,P102342,ASXX - 00 - 13,0.0013
745,29144,P102343,SH44 - 06 - 07,62.060700000000004
746,29145,P102344,AS02 - 02 - 29,68.02289999999999
747,29146,P102345,AS01 - 10 - 19,67.1019
748,29147,P102346,AS02 - 01 - 04,68.0104
749,29148,P102347,AS02 - 04 - 27,68.04270000000001
750,29149,P102348,AS02 - 12 - 05,68.1205
751,29150,P102349,AS04 - 11 - 23,70.1123
752,29151,P102350,AS09 - 10 - 00,75.1
753,29152,P102351,ASXX - 10 - 21,0.10210000000000001
754,29153,P102352,SS01 - 02 - 28,76.02279999999999
755,29154,P102353,SS01 - 07 - 09,76.0709
756,29155,P102354,SS07 - 08 - 26,82.0826
757,29156,P102355,SS08 - 04 - 17,83.0417
758,29157,P102356,AS07 - 05 - 04,73.0504
759,29158,P102357,AS07 - 08 - 19,73.0819
760,29159,P102358,XXXX - 02//03 - 12,0.0212
761,29161,P102360,AS02 - 03 - 00,68.03
762,29162,P102361,SS08 - 07 - 18,83.0718
763,29163,P102362,SH33 - 05 - 00,51.05
764,29164,P102363,AS03 - 12 - 15,69.1215
765,29166,P102365,XXXX - 00 - 00,0.0
766,29171,P102370,SH36 - 03 - 00,54.03
767,29172,P102371,AS06 - 00 - 00,72.0
768,29175,P102374,AS04 - 07 - 17,70.07169999999999
769,29176,P102375,SS04 - 09 - 29,79.0929
770,29178,P102377,SH47 - 04 - 25,65.0425
771,29179,P102378,AS08 - 12 - 16,74.1216
772,29180,P102379,SH47 - 00 - 23,65.0023
773,29343,P102408,IS01 - 05 - 00,85.05
774,34640,P142399,SH41 - 08 - 23,59.0823
775,34670,P142429,SH44 - 12 - 30,62.123
776,31519,P102439,AS01 - 10 - 13,67.1013
777,31520,P102440,AS02 - 09 - 01,68.0901
778,31521,P102441,AS04 - 02 - 19,70.0219
779,31522,P102442,XXXX - XX - 00,0.0
780,31523,P102443,SH44 - 04m - 03,62.0403
781,31526,P102446,AS01 - 05 - 04,67.0504
782,31527,P102447,AS01 - 07 - 05,67.0705
783,31528,P102448,AS03 - 09 - 11,69.0911
784,31529,P102449,AS08 - 05 - 09,74.0509
785,31530,P102450,AS08 - 06 - 15,74.0615
786,31531,P102451,AS08 - 08 - 19,74.0819
787,31532,P102452,AS04 - 11 - 21,70.1121
788,31533,P102453,SS04 - 10 - 01,79.1001
789,31534,P102454,XXXX - 04 - 27,0.0427
790,31535,P102455,SS08 - 09 - 00,83.09
791,31536,P102456,XXXX - 00 - 00,0.0
792,31537,P102457,SH40 - 12 - 00,58.12
793,31539,P102459,SH48 - 10 - 21,66.1021
794,31540,P102460,AS08 - 12 - 17,74.1217
795,31541,P102461,SS07 - 08 - 27,82.0827
796,31542,P102462,XXXX - XX - 22,0.0022
797,32165,P102502,AS05 - 04 - 00,71.04
798,32166,P102503,AS03 - 06 - 00,69.06
799,32167,P102504,AS06 - 07 - 00,72.07
800,32168,P102505,SH47 - 12 - 00,65.12
801,32169,P102506,SS02 - 09 - 00,77.09
802,32170,P102507,AS08 - 07 - 00,74.07
803,32171,P102508,SH48 - 07 - 00,66.07
804,32172,P102509,XXXX - 09//10 - 00,0.09
805,34765,P102526,SH46 - 09 - 00,64.09
806,34921,P102552,AS03 - 02 - 16,69.02159999999999
807,34922,P102553,AS04 - 07 - 13,70.0713
808,34923,P102554,AS08 - 04 - 06,74.04060000000001
809,34926,P102557,AS08 - 08 - 00,74.08
810,34935,P102566,SH45 - 07 - 09,63.0709
811,34936,P330237,SH43 - 03 - 02,61.0302
812,34937,P330238,SH43 - 10 - 21,61.1021
813,34938,P123351,SH45 - 10 - 28,63.1028
814,34939,P330240,SH47 - 12 - 18,65.12180000000001
815,34940,P330241,SH46 - 08 - 05,64.0805
816,34941,P330242,SH46 - 12 - 05,64.1205
817,34942,P102573,SH47 - 01 - 17,65.0117
818,34943,P102574,AS02 - 08 - 24,68.08239999999999
819,36929,P102580,SH44 - 03m - 25,62.0325
820,36930,P102581,AS04 - 02 - 00,70.02
821,36931,P102582,AS06 - 12 - 00,72.12
822,36932,P102583,AS09 - 12d - 00,75.12
823,36933,P102584,SS03 - 11 - 00,78.11
824,36934,P102585,SS04 - 03 - 12,79.0312
825,36935,P102586,SS09 - 09 - 03,84.0903
826,38106,P102625,SH46 - 09 - 00,64.09
827,38107,P102626,SH47 - 07 - 22,65.0722
828,38108,P102627,AS03 - 09 - 00,69.09
829,38109,P102628,AS04 - 06 - 02,70.06020000000001
830,38780,P102630,SH30 - 07 - 00,48.07
831,38781,P102631,SH46 - 05 - 19,64.0519
832,38782,P102632,SH47 - 06 - 23,65.06230000000001
833,38783,P102633,SH45 - 09 - 00,63.09
834,38784,P102634,AS03 - 07 - 00,69.07
835,38785,P102635,AS05 - 06 - 13,71.0613
836,38786,P218070,AS04 - 02 - 26,70.0226
837,38787,P102637,AS09 - 03 - 30,75.033
838,38788,P102638,SS06 - 00 - 00,81.0
839,44700,P102692,SH35 - 06 - 00,53.06
840,44701,P102693,SH40 - 07 - 00,58.07
841,44702,P102694,SH41 - 07 - 00,59.07
842,44703,P102695,AS06 - 01 - 00,72.01
843,44704,P102696,AS06 - 02 - 05,72.0205
844,44705,P102697,AS06 - 09 - 15,72.0915
845,44706,P102698,SH46 - 06 - 13,64.0613
846,44707,P102699,SH47 - 04 - 22,65.04220000000001
847,44708,P102700,SH47 - 09 - 00,65.09
848,44709,P102701,SH48 - 09 - 00,66.09
849,44710,P102702,SH48 - 12 - 10,66.12100000000001
850,44711,P102703,AS01 - 03 - 12,67.0312
851,44712,P102704,AS01 - 06 - 21,67.0621
852,44713,P102705,AS02 - 09 - 00,68.09
853,44714,P102706,AS03 - 06 - 06,69.06060000000001
854,44715,P102707,AS03 - 06 - 20,69.062
855,44716,P102708,AS04 - 01 - 27,70.01270000000001
856,44717,P102709,AS04 - 07 - 00,70.07
857,44718,P102710,AS06 - 04 - 16,72.0416
858,44719,P102711,AS07 - 09 - 18,73.0918
859,44720,P102712,AS08 - 03 - 14,74.0314
860,44721,P102713,AS04 - 07 - 00,70.07
861,44722,P102714,AS09 - 11 - 01,75.1101
862,44723,P102715,SS01 - 12 - 00,76.12
863,44724,P102716,SS02 - 02 - 29,77.02289999999999
864,44725,P102717,SS03 - 03 - 20,78.032
865,44726,P102718,SS04 - 09 - 10,79.09100000000001
866,44727,P102719,SS04 - 11 - 26,79.1126
867,44728,P102720,SS05 - 06 - 15,80.0615
868,44729,P102721,SS07 - 02 - 30,82.023
869,44730,P102722,SS09 - 09 - 00,84.09
870,44731,P102723,IS02 - 05 - 08,86.0508
871,14660,P102815,SH36 - 00 - 00,54.0
872,14661,P102816,SH45 - 10 - 13,63.1013
873,14662,P102817,SH46 - 02 - 23,64.0223
874,14663,P102818,SH47 - 04 - 15,65.0415
875,14664,P102819,AS01 - 08 - 20,67.082
876,14665,P102820,AS02 - 03 - 27,68.0327
877,14666,P102821,AS02 - 10 - 04,68.1004
878,14667,P102822,AS02 - 12 - 13,68.1213
879,14668,P102823,AS06 - 11 - 23,72.1123
880,14669,P102824,SS03 - 11 - 15,78.11149999999999
881,14670,P102825,SS05 - 05 - 24,80.05239999999999
882,14671,P102826,SH45 - 09 - 00,63.09
883,14672,P102827,SH39 - 00 - 00,57.0
884,26444,P102847,SH45 - 04 - 30 // SH46 - 04 - 30,63.043
885,26445,P102848,IS01 - 12d - 25,85.1225
886,26446,P102849,XXXX - 00 - 26,0.0026
887,26447,P102850,SH39 - 10 - 02,57.1002
888,26448,P102851,AS07 - 08 - 28,73.08279999999999
889,26449,P102852,AS08 - 02 - 05,74.0205
890,26450,P102853,SH45 - 04 - 17,63.0417
891,26451,P102854,AS07 - 09 - 23,73.09230000000001
892,26452,P102855,AS03 - 11 - 00,69.11
893,26453,P102856,AS08 - 08 - 24,74.08239999999999
894,26454,P102857,AS06 - 12 - 18,72.12180000000001
895,26455,P102858,AS03 - 10 - 03,69.10029999999999
896,26456,P102859,AS04 - 02 - 10,70.021
897,26457,P102860,AS01 - 10 - 01,67.1001
898,26458,P102861,AS02 - 09 - 02,68.09020000000001
899,26459,P102862,AS05 - 09 - 22,71.0922
900,26460,P102863,AS04 - 04 - 14,70.04140000000001
901,26461,P102864,AS03 - 01 - 25,69.0125
902,26462,P102865,AS06 - 08 - 03,72.0803
903,26463,P102866,AS08 - 11 - 11,74.1111
904,26464,P102867,AS04 - 02 - 29,70.02289999999999
905,26465,P102868,AS08 - 03 - 06,74.0306
906,26466,P102869,AS03 - 09 - 08,69.0908
907,26467,P102870,AS04 - 12 - 23,70.12230000000001
908,26468,P102871,AS01 - 10 - 30,67.103
909,26470,P102873,AS08 - 02 - 09,74.0209
910,26471,P102874,AS03 - 07 - 28,69.07279999999999
911,26472,P102875,AS07 - 09 - 21,73.0921
912,26473,P102876,AS04 - 11 - 27,70.1127
913,26474,P102877,AS07 - 09 - 20,73.092
914,26475,P102878,SS04 - 09 - 25,79.0925
915,26476,P102879,AS04 - 12 - 03,70.1203
916,26477,P102880,AS04 - 10 - 02,70.1002
917,26478,P102881,AS06 - 06 - 05,72.0605
918,26479,P102882,IS01 - 12 - 00,85.12
919,26481,P102884,AS04 - 03 - 10,70.031
920,26482,P102885,XXXX - 00 - 28,0.0028
921,26483,P102886,SS02 - 12 - 00,77.12
922,26484,P102887,AS07 - 07 - 00,73.07
923,26485,P102888,AS07 - 05 - 00,73.05
924,26487,P102890,SS03 - 09 - 08,78.0908
925,26488,P102891,SS03 - 06 - 04,78.0604
926,26490,P102893,SS03 - 09 - 07,78.0907
927,26491,P102894,AS07 - 10 - 00,73.1
928,26492,P102895,SS02 - 11 - 00,77.11
929,26493,P102896,SS02 - 10 - 00,77.1
930,26494,P102897,SS02 - 11 - 00,77.11
931,26495,P102898,AS07 - 05 - 29,73.0529
932,26496,P102899,IS01 - 02 - 07,85.02069999999999
933,26497,P102900,AS08 - 12 - 07,74.1207
934,26498,P102901,AS08 - 12 - 06,74.12060000000001
935,26499,P102902,IS01 - XX - 00,85.0
936,26500,P102903,AS01 - 11 - 09,67.1109
937,26501,P102904,AS06 - 03 - 05,72.0305
938,26502,P102905,AS03 - 12 - 16,69.1216
939,26503,P102906,AS06 - 03 - 22,72.0322
940,26505,P102908,AS04 - 08 - 18,70.0818
941,26506,P102909,XXXX - 00 - 25,0.0025
942,26509,P102912,AS03 - 10 - 07,69.10069999999999
943,26510,P102913,AS06 - 02 - 17,72.0217
944,26511,P102914,AS06 - 06 - 02,72.06020000000001
945,26512,P102915,SS02 - 04 - 00,77.04
946,26513,P102916,AS02 - 06 - 12,68.0612
947,26514,P102917,AS08 - 06 - 13,74.0613
948,26515,P102918,AS01 - 06 - 20,67.062
949,26516,P102919,AS01 - 02 - 15,67.02149999999999
950,26517,P102920,XXXX - 09 - 02,0.0902
951,26518,P102921,AS07 - 11 - 12,73.1112
952,26521,P102924,AS04 - 12d - 00,70.12
953,26522,P102925,SS01 - 10 - 00,76.1
954,26523,P102926,SS01 - 12 - 00,76.12
955,26524,P102927,SS07 - 06 - 28,82.0628
956,26526,P102929,SH44 - 07 - 19,62.0719
957,26527,P102930,AS04 - 04 - 29,70.0429
958,26528,P102931,SH33 - 09 - 00,51.09
959,26529,P102932,AS03 - 05 - 26,69.0526
960,26530,P102933,SH47 - 02 - 01,65.0201
961,26531,P102934,AS04 - 04 - 01,70.04010000000001
962,26532,P102935,SH40 - 01 - 00,58.01
963,26533,P102936,AS08 - 04 - 04,74.0404
964,26534,P102937,AS08 - 08 - 00,74.08
965,26535,P102938,AS08 - 07 - 17,74.07169999999999
966,26536,P102939,AS05 - 04 - 10,71.04100000000001
967,26537,P102940,AS08 - 00 - 00,74.0
968,26538,P102941,AS08 - 03 - 15,74.0315
969,26539,P102942,AS04 - 10 - 01,70.1001
970,26540,P102943,AS08 - 12 - 30,74.123
971,26542,P102945,SS03 - 09 - 00,78.09
972,26543,P102946,AS08 - 05 - 14,74.0514
973,26544,P102947,AS01 - 07 - 30,67.073
974,26546,P102949,SH46 - 12 - 23,64.12230000000001
975,26547,P102950,XXXX - 10 - 00,0.1
976,26549,P102952,AS08 - 06 - 07,74.0607
977,26550,P102953,AS05 - 06 - 07,71.0607
978,26551,P102954,SS09 - 06 - 26,84.0626
979,26552,P102955,IS02 - 12 - 10,86.12100000000001
980,26553,P102956,AS01 - 11 - 02,67.1102
981,26554,P102957,AS04 - 02 - 13,70.0213
982,26555,P102958,IS01 - 09 - 21,85.0921
983,26556,P102959,AS02 - 04 - 02,68.04020000000001
984,26557,P102960,AS08 - 01 - 25,74.0125
985,26559,P102962,AS08 - 11 - 09,74.1109
986,26560,P102963,XXXX - 07 - 00,0.07
987,26561,P102964,AS08 - 11 - 29,74.1129
988,26563,P102966,SH44 - 06 - 18,62.061800000000005
989,26564,P102967,AS04 - 05 - 25,70.0525
990,26565,P102968,AS04 - 08 - 18,70.0818
991,26567,P102970,AS03 - 11 - 04,69.1104
992,26568,P102971,AS07 - 03 - 29,73.0329
993,26569,P102972,AS06 - 06 - 29,72.0629
994,26570,P102973,AS04 - 01 - 20,70.012
995,26571,P102974,AS05 - 01 - 17,71.0117
996,26572,P102975,AS08 - 10 - 26,74.1026
997,26573,P102976,AS08 - 04 - 06,74.04060000000001
998,26574,P102977,SS02 - 08 - 00,77.08
999,26575,P102978,AS04 - 03 - 24,70.0324
1000,26576,P102979,AS06 - 11 - 27,72.1127
1001,26577,P102980,AS04 - 08 - 30,70.083
1002,26578,P102981,AS06 - 06 - 25,72.0625
1003,26579,P102982,AS06 - 03 - 24,72.0324
1004,26580,P102983,AS07 - 08 - 19,73.0819
1005,26581,P102984,AS08 - 08 - 15,74.08149999999999
1006,26584,P102987,SH29 - 11 - 00 // AS09 - 11 - 00,47.11
1007,26585,P102988,SS04 - 11 - 00,79.11
1008,26588,P102991,AS04 - 02 - 07,70.02069999999999
1009,26590,P102993,AS04 - 05 - 08,70.0508
1010,26591,P102994,XXXX - 00 - 00,0.0
1011,26592,P102995,SH48 - 07 - 00,66.07
1012,26593,P102996,AS08 - 08 - 26,74.0826
1013,26594,P102997,SS09 - 01 - 00,84.01
1014,26595,P102998,SS04 - 05 - 02,79.0502
1015,26596,P102999,SS03 - 08 - 14,78.0814
1016,26597,P103000,SS02 - 03 - 16,77.0316
1017,26598,P103001,SS08 - 12 - 00,83.12
1018,26599,P103002,SS02 - 03 - 16,77.0316
1019,26601,P103004,AS06 - 06 - 02,72.06020000000001
1020,26602,P103005,SS06 - 12d - 00,81.12
1021,26603,P103006,AS06 - 10 - 18,72.1018
1022,26604,P103007,AS08 - 11 - 14,74.1114
1023,26605,P103008,SS01 - 04 - 00,76.04
1024,26606,P103009,AS06 - 04 - 03,72.0403
1025,26607,P103010,IS02 - 04 - 01,86.04010000000001
1026,26608,P103011,AS08 - 09 - 24,74.0924
1027,26611,P103014,AS04 - 06 - 09,70.0609
1028,26612,P103015,AS08 - 09 - 21,74.0921
1029,26613,P103016,AS04 - 02 - 24,70.02239999999999
1030,26614,P103017,SH42 - 12 - 00 // AS06 - 12 - 00,60.12
1031,26615,P103018,SH42 - 00 - 00 // AS06 - 00 - 00,60.0
1032,26616,P103019,AS08 - 09 - 09,74.0909
1033,26617,P103020,AS02 - 04 - 29,68.0429
1034,26618,P103021,AS08 - 11 - 00,74.11
1035,26620,P103023,AS06 - 03 - 22,72.0322
1036,26621,P103024,AS08 - 00 - 00,74.0
1037,26622,P103025,AS07 - 02 - 03,73.02029999999999
1038,26624,P103027,AS06 - 10 - 10,72.101
1039,26626,P103029,AS03 - 10 - 13,69.1013
1040,26627,P103030,SH42 - 01 - 00 // AS06 - 01 - 00,60.01
1041,26628,P103031,AS04 - 10 - 05,70.1005
1042,26629,P103032,AS08 - 09 - 09,74.0909
1043,26630,P103033,AS08 - 11 - 30,74.113
1044,26631,P103034,AS06 - 03 - 22,72.0322
1045,26633,P103036,AS02 - 12 - 04,68.1204
1046,26634,P103037,AS08 - 12 - 08,74.1208
1047,26636,P103039,AS08 - 09 - 27,74.09270000000001
1048,26637,P103040,AS08 - 11 - 12,74.1112
1049,26638,P103041,AS08 - 11 - 19,74.1119
1050,26639,P103042,AS06 - 03 - 16,72.0316
1051,26640,P103043,AS08 - 07 - 26,74.0726
1052,26641,P103044,AS04 - 07 - 17,70.07169999999999
1053,26645,P103048,AS04 - 03 - 17,70.0317
1054,26646,P103049,AS06 - 08 - 04,72.0804
1055,26647,P103050,AS08 - 03 - 07,74.0307
1056,26649,P103052,AS06 - 12 - 01,72.12010000000001
1057,26651,P103054,AS02 - 04 - 00,68.04
1058,26652,P103055,AS04 - 01 - 20,70.012
1059,26653,P103056,AS05 - 08 - 04,71.0804
1060,26654,P103057,XXXX - 00 - 00,0.0
1061,26656,P103059,SS03 - 09 - 00,78.09
1062,26657,P103060,AS05 - 04 - 12,71.0412
1063,26658,P103061,AS04 - 06 - 07,70.0607
1064,26660,P103063,AS02 - 08 - 06,68.0806
1065,26661,P103064,AS08 - 01 - 29,74.0129
1066,26662,P103065,AS06 - 09 - 01,72.0901
